date,close,ret
2017-09-25,24.9,
2017-09-26,24.9,0.0
2017-09-27,24.9,0.0
2017-09-28,25.030001,0.005221
2017-09-29,25.030001,0.0
2017-10-02,25.030001,0.0
2017-10-03,25.209999,0.007191
2017-10-04,25.209999,0.0
2017-10-05,25.209999,0.0
2017-10-06,25.209999,0.0
2017-10-09,25.209999,0.0
2017-10-10,25.209999,0.0
2017-10-11,25.209999,0.0
2017-10-12,25.209999,0.0
2017-10-13,25.539,0.01305
2017-10-16,25.530001,-0.000352
2017-10-17,25.530001,0.0
2017-10-18,25.530001,0.0
2017-10-19,25.530001,0.0
2017-10-20,25.709999,0.00705
2017-10-23,25.66,-0.001945
2017-10-24,25.66,0.0
2017-10-25,25.66,0.0
2017-10-26,25.66,0.0
2017-10-27,25.66,0.0
2017-10-30,25.700001,0.001559
2017-10-31,25.700001,0.0
2017-11-01,25.700001,0.0
2017-11-02,26.059999,0.014008
2017-11-03,25.780001,-0.010744
2017-11-06,25.879999,0.003879
2017-11-07,25.879999,0.0
2017-11-08,25.879999,0.0
2017-11-09,26.1,0.008501
2017-11-10,25.76,-0.013027
2017-11-13,25.76,0.0
2017-11-14,25.76,0.0
2017-11-15,25.76,0.0
2017-11-16,25.76,0.0
2017-11-17,25.76,0.0
2017-11-20,25.76,0.0
2017-11-21,25.76,0.0
2017-11-22,26.17,0.015916
2017-11-24,26.17,0.0
2017-11-27,26.17,0.0
2017-11-28,26.17,0.0
2017-11-29,26.17,0.0
2017-11-30,26.17,0.0
2017-12-01,26.17,0.0
2017-12-04,26.17,0.0
2017-12-05,26.17,0.0
2017-12-06,26.17,0.0
2017-12-07,26.17,0.0
2017-12-08,26.17,0.0
2017-12-11,26.17,0.0
2017-12-12,26.17,0.0
2017-12-13,26.17,0.0
2017-12-14,26.17,0.0
2017-12-15,26.718,0.02094
2017-12-18,26.584999,-0.004978
2017-12-19,26.584999,0.0
2017-12-20,26.584999,0.0
2017-12-21,26.584999,0.0
2017-12-22,26.584999,0.0
2017-12-26,26.584999,0.0
2017-12-27,26.584999,0.0
2017-12-28,26.584999,0.0
2017-12-29,26.584999,0.0
2018-01-02,26.584999,0.0
2018-01-03,26.584999,0.0
2018-01-04,26.584999,0.0
2018-01-05,26.584999,0.0
2018-01-08,26.584999,0.0
2018-01-09,26.584999,0.0
2018-01-10,26.584999,0.0
2018-01-11,27.57,0.037051
2018-01-12,27.57,0.0
2018-01-16,27.57,0.0
2018-01-17,27.57,0.0
2018-01-18,27.57,0.0
2018-01-19,27.57,0.0
2018-01-22,27.57,0.0
2018-01-23,28.955,0.050236
2018-01-24,28.459999,-0.017096
2018-01-25,28.459999,0.0
2018-01-26,28.459999,0.0
2018-01-29,28.459999,0.0
2018-01-30,28.120001,-0.011947
2018-01-31,28.120001,0.0
2018-02-01,28.120001,0.0
2018-02-02,28.120001,0.0
2018-02-05,28.120001,0.0
2018-02-06,26.295,-0.0649
2018-02-07,26.295,0.0
2018-02-08,26.52,0.008557
2018-02-09,26.032,-0.018401
2018-02-12,26.639999,0.023356
2018-02-13,26.639999,0.0
2018-02-14,26.639999,0.0
2018-02-15,26.639999,0.0
2018-02-16,26.639999,0.0
2018-02-20,26.639999,0.0
2018-02-21,26.639999,0.0
2018-02-22,27.24,0.022523
2018-02-23,27.24,0.0
2018-02-26,27.59,0.012849
2018-02-27,27.59,0.0
2018-02-28,27.59,0.0
2018-03-01,27.59,0.0
2018-03-02,27.59,0.0
2018-03-05,27.59,0.0
2018-03-06,27.59,0.0
2018-03-07,27.59,0.0
2018-03-08,27.59,0.0
2018-03-09,27.59,0.0
2018-03-12,27.969999,0.013773
2018-03-13,27.969999,0.0
2018-03-14,27.969999,0.0
2018-03-15,27.969999,0.0
2018-03-16,27.77,-0.00715
2018-03-19,27.059999,-0.025567
2018-03-20,27.059999,0.0
2018-03-21,27.200001,0.005174
2018-03-22,27.200001,0.0
2018-03-23,27.200001,0.0
2018-03-26,27.200001,0.0
2018-03-27,27.200001,0.0
2018-03-28,27.200001,0.0
2018-03-29,27.200001,0.0
2018-04-02,27.200001,0.0
2018-04-03,25.950001,-0.045956
2018-04-04,25.950001,0.0
2018-04-05,25.950001,0.0
2018-04-06,25.950001,0.0
2018-04-09,26.34,0.015029
2018-04-10,26.34,0.0
2018-04-11,26.34,0.0
